mua_objectid,mua_aggname,mua_cellcount,mua_country_code,mua_country,mua_cell_count_orig,mua_worldpop_thousands,mua_area_m2,mua_pop_per_km2,region_1,economy,sub_regions,lowBA_lowPR_93_99,highBA_lowPR_93_99,lowBA_highPR_93_99,highBA_highPR_93_99,lowBA_lowPR_99_09,highBA_lowPR_99_09,lowBA_highPR_99_09,highBA_highPR_99_09,lowBA_lowPR_10_20,highBA_lowPR_10_20,lowBA_highPR_10_20,highBA_highPR_10_20,GDP_1990_Bdol_US2011,GDP_1991_Bdol_US2011,GDP_1992_Bdol_US2011,GDP_1993_Bdol_US2011,GDP_1994_Bdol_US2011,GDP_1995_Bdol_US2011,GDP_1996_Bdol_US2011,GDP_1997_Bdol_US2011,GDP_1998_Bdol_US2011,GDP_1999_Bdol_US2011,GDP_2000_Bdol_US2011,GDP_2001_Bdol_US2011,GDP_2002_Bdol_US2011,GDP_2003_Bdol_US2011,GDP_2004_Bdol_US2011,GDP_2005_Bdol_US2011,GDP_2006_Bdol_US2011,GDP_2007_Bdol_US2011,GDP_2008_Bdol_US2011,GDP_2009_Bdol_US2011,GDP_2010_Bdol_US2011,GDP_2011_Bdol_US2011,GDP_2012_Bdol_US2011,GDP_2013_Bdol_US2011,GDP_2014_Bdol_US2011,GDP_2015_Bdol_US2011
65,Ann-Arbor,12,840,USA,12,113,96860648,117,NorAmer,advanced,NorAmer,10,2,0,0,12,0,0,0,12,0,0,0,5.97578915,5.93066777,6.13895249,6.36699072,6.79261796,6.90850411,7.04812766,7.29714933,7.5861405,7.88583563,8.07014558,8.11980165,8.26931014,8.6027992,8.65627023,8.75539684,8.71335023,8.75237422,8.64987183,8.44495287,8.74502315,8.93325779,9.18049368,9.36298065,9.61249018,9.86710601
66,Binzhou,23,156,China,23,431,289926528,149,China,other,China,22,1,0,0,16,7,0,0,12,11,0,0,0.695912789,0.788803403,0.890932687,0.97062038,1.146295108,1.289164082,1.426498636,1.534962112,1.643676832,1.768332306,1.913505442,2.071730514,2.27228251,2.543388624,2.89063115,3.3068248,3.857890306,4.341739596,4.695760638,5.131940996,5.515149492,6.018672966,6.46349909,6.917524626,7.403533134,7.89626094
67,Seoul+,143,410,Korea_South,159,20703,2759070464,750,EastAsia,advanced,EastAsia,21,7,69,46,4,0,101,38,3,0,104,36,227.6693387,251.3947819,263.763764,283.0950349,301.6957958,323.9829657,344.6935639,361.9125617,346.8546587,393.0134301,436.089816,458.2765967,494.3964174,501.6624293,512.5778106,530.3770792,565.1361598,596.3999967,603.4733781,613.9869113,642.5632618,663.2069484,677.31992,696.085271,718.192754,735.9419092
68,Anshan+,46,156,China,46,2278,615474560,370,China,other,China,43,3,0,0,32,3,5,6,35,11,0,0,4.970005449,5.346794156,6.151003891,7.301993716,7.657974554,7.633782254,8.08956693,8.944105386,9.72081006,10.59400019,11.60044048,12.35919052,13.24346222,13.96166134,14.27575665,16.21678258,18.21343043,20.90308542,23.67805831,26.53461126,30.07103341,32.97563469,35.58420406,38.22922537,40.91511883,43.6381425
69,Anshun,6,156,China,6,330,69811696,473,China,other,China,6,0,0,0,5,1,0,0,0,0,5,1,0.141545162,0.153042835,0.164433447,0.175328538,0.188184062,0.200129322,0.212818464,0.230619872,0.24593226,0.271834914,0.291594096,0.315699604,0.340747868,0.37306912,0.40195248,0.45057453,0.49880739,0.57486267,0.678583858,0.74959694,0.90980921,0.99670695,1.07449648,1.15751997,1.23884456,1.32129341
70,Antalya,17,792,Turkey,21,746,228301056,327,OtherAsia,advanced,CentralAsia,10,7,0,0,11,6,0,0,13,4,0,0,3.643696272,3.641961496,4.00997875,4.49217731,4.421920911,4.817678465,5.268390328,5.794294138,5.883929808,5.394939934,5.445625223,5.342566839,5.713431375,6.058287137,6.67519449,7.292102755,7.858984948,8.296350746,8.419047591,8.066873173,8.847847427,9.599963772,9.764644176,10.11142743,10.349131,10.7149722
71,Antananarivo,23,450,Madagascar,23,1665,312688096,532,Africa,other,EastAfrica,16,7,0,0,22,1,0,0,23,0,0,0,1.484086682,1.386555644,1.397790784,1.420471338,1.41149442,1.426251187,1.446050026,1.487173424,1.53216198,1.589075156,1.649478093,1.768851642,1.561194291,1.731063795,1.839074422,1.940531742,2.054706902,2.199699208,2.373277307,2.292794074,2.312207168,2.356341715,2.437202865,2.500817806,2.566761216,2.630463045
72,Antioch,21,840,USA,21,262,253796304,103,NorAmer,advanced,NorAmer,19,2,0,0,19,2,0,0,21,0,0,0,7.354572447,7.267098278,7.368420871,7.433058891,7.621821473,7.816574286,8.10660828,8.442724303,8.928382972,9.425570928,9.959105039,9.906220186,10.00348316,10.28296715,10.69712469,11.07914815,11.42220326,11.51649604,11.24706505,10.78866069,11.05361563,11.23360062,11.48516518,11.59363175,11.90258588,12.21786186
73,Anyang,18,156,China,18,961,238622912,403,China,other,China,12,6,0,0,13,5,0,0,1,0,12,5,1.105809246,1.180190812,1.355505548,1.530927214,1.753158874,2.078492188,2.37240301,2.57309568,2.754283792,2.931701486,3.210771772,3.46957547,3.734033716,4.06728505,4.65355985,5.41753419,6.23862305,7.20959428,7.8805253,8.53674013,9.66117692,10.59784376,11.44014596,12.34064317,13.20766703,14.08667784
74,Aracaju,12,76,Brazil,14,810,202306064,400,LatAmerCarib,other,LatAmerCarib,12,0,0,0,12,0,0,0,12,0,0,0,2.619453545,3.011858748,2.788682437,2.909538354,3.015808205,3.146108509,3.295713411,3.459750257,3.485779212,3.55815641,3.700156252,4.193692913,4.506096478,4.572149808,4.752866382,4.912800164,5.234945223,5.549421705,5.956093194,5.900708916,7.134883917,7.436707914,7.603367474,7.858716876,7.848570092,7.531117594
75,Ardabil,12,364,Iran,12,270,111502328,242,MiddleEast,other,MiddleEast,10,2,0,0,9,3,0,0,12,0,0,0,2.075257903,2.324949685,2.398960241,2.367622295,2.330968971,2.385483175,2.528468861,2.548941828,2.585676915,2.622548609,2.764637502,2.851589083,3.150277742,3.4923206,3.472499715,3.593158772,3.946806607,4.367309231,4.640869888,5.084408606,4.961386126,5.16036107,4.828942457,4.744845218,4.934717636,5.06917638
76,Arequipa,17,604,Peru,17,838,236364256,355,LatAmerCarib,other,LatAmerCarib,16,1,0,0,16,1,0,0,17,0,0,0,3.961245865,4.026257293,4.128382761,4.402275509,4.994242466,5.423884861,5.563834163,5.868961361,5.777889982,5.81449349,5.979223658,6.10219345,6.664755572,6.945260332,7.365326907,7.877768872,8.371235771,9.674468664,10.52558682,10.567617,11.50099996,12.19382918,12.8633605,13.5048521,13.71315025,14.04730458
77,Arkhangelsk,1,643,Russia,1,167,78169984,214,Russia,other,Russia,1,0,0,0,1,0,0,0,1,0,0,0,0.039078636,0.036679944,0.03104257,0.028115174,0.02437626,0.023134224,0.020703138,0.020823498,0.021994648,0.022250536,0.028271438,0.026232048,0.028193748,0.031065296,0.0353807,0.034441956,0.03899484,0.04494233,0.0399627,0.043358744,0.03758377,0.03902928,0.040200036,0.04045193,0.039990396,0.038391416
78,Armenia,8,170,Colombia,8,350,92864816,377,LatAmerCarib,advanced,LatAmerCarib,8,0,0,0,8,0,0,0,8,0,0,0,2.491351276,2.938030522,3.023625172,2.758757154,2.790932794,2.950539196,2.201340182,2.560090698,2.517288212,2.357548264,2.295798326,2.269371651,2.413365916,2.317759608,2.28743153,2.439886957,2.832994824,3.047172088,3.034393844,3.153154818,3.266089206,3.488806562,3.638712972,3.826336494,3.998944392,4.128043782
79,Riyadh,71,682,Saudi_Arabia,77,3581,1625574784,220,MiddleEast,other,MiddleEast,63,4,4,0,34,1,35,1,25,0,45,1,100.6497174,109.2037243,113.7979544,113.494498,113.9889378,113.9858761,117.6308059,120.4693105,123.5902917,122.2041009,127.4349374,129.383117,130.4898073,141.2760477,155.1298971,167.2456946,177.5510042,189.2718705,206.3862781,211.2502763,222.2985123,245.3838582,259.479104,267.3120471,277.6831228,288.2891236
80,Arusha,11,834,Tanzania,11,561,151161952,371,Africa,other,EastAfrica,9,2,0,0,7,4,0,0,7,0,3,1,0.386231063,0.403491905,0.410276452,0.414848388,0.415994091,0.420219263,0.42594277,0.427803456,0.43359434,0.450283645,0.47697394,0.526927934,0.564578968,0.516389265,0.637823549,0.744864656,0.764988234,0.856569914,0.9127685,0.953957596,1.031635372,1.114251846,1.171924944,1.25679794,1.333045052,1.413561494
81,Asahikawa,14,392,Japan,15,323,184530848,175,EastAsia,advanced,EastAsia,14,0,0,0,14,0,0,0,14,0,0,0,4.225180849,4.42679459,4.520890324,4.658193418,4.741628436,4.834286237,4.917335309,4.972221062,4.927957864,4.951569245,5.059102691,5.163928676,5.120297106,5.16542766,5.238520944,5.258042482,5.162027546,5.171975057,5.236354788,5.114974605,5.360324488,5.340992044,5.439178294,5.265020207,5.264718566,5.289577134
82,Asheville,13,840,USA,13,80,148588992,54,NorAmer,advanced,NorAmer,13,0,0,0,13,0,0,0,13,0,0,0,2.557282439,2.589447767,2.747651069,2.886466981,3.040011992,3.161066371,3.307813734,3.496639538,3.658563382,3.862068606,4.010828144,4.01274052,4.061293874,4.154567752,4.335663332,4.496231142,4.543088596,4.604328886,4.560185408,4.472338078,4.583785412,4.679143614,4.805271392,4.88546429,5.015654928,5.14851014
83,Ashgabat,17,795,Turkmenistan,17,1284,234182624,548,OtherAsia,other,CentralAsia,16,1,0,0,17,0,0,0,16,1,0,0,2.449571059,2.26305266,1.86252759,1.831001051,1.469974844,1.328595559,1.385477428,1.203255319,1.266078436,1.451027812,1.506445702,1.580973061,1.594791482,1.657150543,1.75034869,1.989348647,2.218119932,2.473700748,2.847563893,3.030846446,3.319119752,3.808779567,4.232423095,4.664580187,5.122705395,5.433292299
84,Asmara,9,232,Eritrea,9,259,104574768,248,Africa,other,EastAfrica,9,0,0,0,9,0,0,0,9,0,0,0,0.55136724,0.544362122,0.52961863,0.614047308,0.758762244,0.79047878,0.86842913,0.936488712,0.947169086,0.937300314,0.8953534,0.985262734,1.022496566,1.000840774,1.021595502,1.056634992,1.057950262,1.087133056,0.994735058,1.047688262,1.08422396,1.190107358,1.24850794,1.312055538,1.375911638,1.417823802
85,As-Suways,13,818,Egypt,15,436,124553376,350,Africa,other,NorthAfrica,12,1,0,0,13,0,0,0,13,0,0,0,1.917522166,1.927048103,2.003357713,2.377074775,2.764927072,3.153631746,3.526219011,3.877327298,4.116671365,4.361639645,4.507142451,4.537056739,4.455131421,4.358236725,4.256947812,4.136460223,4.080254545,4.009625385,4.303223183,4.506623141,4.732618937,4.796431117,4.872922351,4.939707772,5.009120402,5.181045214
86,Astana,20,398,Kazakhstan,20,284,216603840,131,OtherAsia,other,CentralAsia,17,3,0,0,14,6,0,0,7,0,8,5,5.248909257,5.674732127,3.909196057,5.453181355,4.202236667,3.100603274,2.773012201,2.767416252,3.233381343,4.546040554,4.807313316,5.749356149,6.776112028,7.866836724,9.458583008,10.995722,12.74549662,13.79631016,12.94094138,13.90790462,14.13672531,15.17347677,15.89261622,16.82902879,17.40514775,17.50115771
87,Astrakhan,26,643,Russia,26,518,299754400,173,Russia,other,Russia,26,0,0,0,26,0,0,0,23,3,0,0,6.15629713,5.887888724,5.077442707,4.685887248,4.139905553,4.003692462,3.987932671,4.096740189,4.338094227,4.273106361,5.570133777,5.42448129,5.961964428,6.470925117,6.010282776,6.196982751,6.558560928,6.993743426,8.595229634,7.471688193,6.110976368,6.39011285,6.627922303,6.721122636,6.64443786,6.378765818
88,Aswan,9,818,Egypt,9,245,83444208,294,Africa,other,NorthAfrica,9,0,0,0,9,0,0,0,9,0,0,0,0.705897263,0.711432068,0.741644435,0.777154776,0.821688652,0.872598906,0.927579085,0.988238561,1.035304803,1.102484404,1.162375868,1.2054381,1.23324113,1.269719668,1.317319866,1.370942316,1.458971694,1.556172674,1.668344322,1.745343612,1.830918686,1.85363181,1.881188674,1.90627291,1.933059806,1.99940701
89,Asyut,8,818,Egypt,8,655,70437352,930,Africa,other,NorthAfrica,8,0,0,0,8,0,0,0,8,0,0,0,2.02797634,2.05405806,2.151501214,2.06133976,2.00480731,1.98156727,1.9959429,2.06357859,2.158898678,2.36883133,2.63409576,2.91902451,3.22045474,3.59005509,4.03394915,4.53609317,5.19427269,5.92935424,6.36289529,6.6630666,6.9966629,7.09053163,7.20320467,7.30669601,7.40936839,7.66367602
90,Atlanta,30,840,USA,30,464,386070624,120,NorAmer,advanced,NorAmer,20,10,0,0,28,2,0,0,26,3,0,1,18.698472,19.10934997,20.20834822,21.25646028,22.68160973,23.80679709,25.2645089,26.50231246,27.89040983,29.64312672,31.10630166,31.5442989,32.10140273,32.90257251,33.81627287,35.340726,35.54167566,35.97523169,35.19485907,34.36538127,35.12720607,35.92281659,36.95789594,37.7223818,38.72762947,39.75345011
91,Auckland,38,554,New_Zealand,56,1227,647230080,190,AustraliaNZ,advanced,AustraliaNZ,38,0,0,0,37,1,0,0,36,2,0,0,21.12815643,20.3473463,20.79901977,22.34312316,23.6520108,24.8707964,25.87272247,26.5452398,26.97492564,28.84153586,30.00648615,31.28085746,32.67958783,33.97733235,35.21258167,36.47327962,37.56581367,38.77294059,38.4213235,38.30698593,38.8764425,40.07860814,41.41941179,42.06615546,43.20816015,44.3027954
92,Augusta,30,840,USA,30,265,435226976,61,NorAmer,advanced,NorAmer,28,2,0,0,27,3,0,0,25,5,0,0,6.76641774,6.880892072,7.24092577,7.583908914,8.058996414,8.423463198,8.90314808,9.308266428,9.763968642,10.34447146,10.8211296,10.94366627,11.11319761,11.36440771,11.654456,12.14632869,12.19272476,12.31070142,12.02112889,11.71340523,11.94528053,12.18513717,12.50473186,12.73011823,13.06935749,13.41553957
93,Aurangabad,15,356,India,15,1243,196911472,631,India,other,India,12,3,0,0,13,2,0,0,14,1,0,0,2.331277144,2.328523494,2.69869251,2.955181446,3.223927666,3.485678104,3.720372266,3.80853334,3.95401891,4.18610794,4.203873164,4.446326598,4.730649446,5.114738556,5.589379754,6.41742236,7.24020499,7.92523214,8.06377556,8.935057696,9.67689317,10.36899528,11.00686747,11.79414159,12.65461759,13.61941742
94,Austin,48,840,USA,48,1062,800292928,133,NorAmer,advanced,NorAmer,28,20,0,0,33,15,0,0,46,2,0,0,23.18522288,23.54606201,24.78809219,25.8853593,27.10615401,28.17797305,29.70885381,31.93401617,33.76682732,35.70717204,37.84535532,38.18622943,38.30521734,39.41255735,41.05464171,43.46980272,44.64909232,45.72014696,47.07573086,44.56898656,46.12572215,47.13206455,48.45033805,49.42448627,50.7415841,52.08562412
95,Az-Zaqazig,9,818,Egypt,9,673,72914240,923,Africa,other,NorthAfrica,9,0,0,0,9,0,0,0,9,0,0,0,2.7868792,2.82078047,2.95265957,2.86752449,2.82455945,2.81876703,2.8504471,2.93484382,3.02792567,3.24337508,3.49863894,3.75093224,4.00305077,4.32355506,4.71894379,5.16956851,5.78447066,6.47087481,6.9417098,7.26676276,7.6280252,7.72775671,7.84789255,7.95784206,8.06966447,8.34663459
96,Baaqoobah,10,368,Iraq,10,70,129926776,54,MiddleEast,other,MiddleEast,10,0,0,0,10,0,0,0,10,0,0,0,2.70754541,0.987027666,1.32285451,1.737495486,1.81521753,1.861650744,2.07246282,2.51596908,3.39453723,3.99201809,4.04905721,4.17474679,3.91600864,2.6388411,4.09628892,4.30448206,4.77169094,4.86612655,5.29117725,5.48298454,5.83124506,6.24875555,7.07741253,7.48869487,7.24971858,7.32836171
97,Baghdad,52,368,Iraq,52,4531,854071872,531,MiddleEast,other,MiddleEast,51,1,0,0,46,0,6,0,47,0,5,0,41.7133129,15.24568981,20.48143609,26.96027669,28.22357682,29.00026982,32.34112743,39.3267327,53.14125245,62.58510662,63.56559349,65.32351218,61.07389386,41.020338,63.46759378,66.47514615,73.4495475,74.65866192,80.91530203,83.57541474,88.59467149,94.62943398,106.8305261,112.672206,109.0766571,110.2598962
98,Bago,9,104,Myanmar,9,129,78753864,164,SEAsia,other,SEAsia,9,0,0,0,9,0,0,0,9,0,0,0,0.144250341,0.155497788,0.166771269,0.179964533,0.194612424,0.210945536,0.226845068,0.236000391,0.216992235,0.245736174,0.287817253,0.328537503,0.375145206,0.437739462,0.513479702,0.6049851,0.708516286,0.81835719,0.868165546,0.923320864,0.987915634,1.06917006,1.168663646,1.284509994,1.39768835,1.4502467
99,Baguio,9,608,Philippines,9,425,95682232,444,SEAsia,other,SEAsia,9,0,0,0,9,0,0,0,9,0,0,0,0.239711116,0.249805001,0.264042279,0.279702037,0.30013652,0.321663882,0.348687978,0.377151156,0.388417232,0.416625006,0.453559472,0.486823608,0.525006472,0.570915274,0.627296466,0.671753638,0.716104558,0.76541341,0.7441728,0.756439736,0.867055752,0.902815022,0.966862076,1.038537386,1.102968908,1.167840992
100,Baharampur,6,356,India,6,513,71743328,715,India,other,India,5,1,0,0,6,0,0,0,6,0,0,0,0.406166086,0.408710436,0.40747912,0.42029143,0.451135302,0.495185326,0.546499502,0.583473164,0.633475866,0.70116966,0.735353756,0.785043098,0.80687413,0.867425668,0.928117474,0.91886452,0.97512517,1.042692564,1.08405599,1.19025712,1.31363383,1.40000688,1.47815283,1.57552197,1.69046894,1.81935168
101,Bahawalpur,10,586,Pakistan,10,539,114884952,469,OtherAsia,other,SouthAsia,9,1,0,0,9,1,0,0,10,0,0,0,1.067581546,1.125078424,1.205961216,1.213743024,1.281964536,1.36247904,1.418511404,1.429971452,1.474202168,1.592758786,1.67761014,1.729292196,1.814294354,1.92179721,2.088179656,2.250222612,2.39022258,2.505784848,2.54735818,2.61719093,2.655687154,2.731009858,2.827836542,2.95140144,3.08251122,3.243880748
102,Baicheng,9,156,China,9,291,73465752,396,China,other,China,7,2,0,0,7,2,0,0,8,1,0,0,0.279747142,0.290260386,0.327410106,0.366384348,0.409337462,0.435866388,0.483627562,0.512165478,0.55297689,0.5945377,0.678152258,0.726025914,0.79215653,0.858145784,0.92297644,1.00495871,1.15587854,1.37200727,1.52434771,1.73228427,1.94221443,2.12480773,2.28748016,2.46079743,2.63368723,2.80896696
103,Baishan,6,156,China,6,295,66926384,441,China,other,China,6,0,0,0,6,0,0,0,6,0,0,0,0.323951606,0.337992816,0.38330558,0.431176138,0.484170632,0.51809176,0.57761778,0.614551766,0.666528268,0.719782852,0.824534784,0.88704178,0.97255014,1.05869276,1.14421145,1.25189974,1.446898568,1.72578127,1.92670739,2.20014939,2.47873677,2.72490946,2.94773101,3.18642334,3.41029388,3.63725916
104,Santos+,13,76,Brazil,18,982,184630384,532,LatAmerCarib,other,LatAmerCarib,13,0,0,0,13,0,0,0,13,0,0,0,10.23200711,10.28158379,10.81217967,11.60706865,11.4412248,12.23893106,12.28724351,12.98079102,13.04327988,13.41803737,13.98874167,14.16483083,14.28787085,14.31566717,14.79146666,15.68490201,16.41529954,17.55319679,18.1200611,17.95571443,22.11764013,23.00944148,23.48051852,26.22212325,26.18826912,25.12902925
105,Baiyin,13,156,China,13,234,127324224,184,China,other,China,13,0,0,0,13,0,0,0,13,0,0,0,0.241348821,0.258387191,0.284143131,0.305413361,0.332059299,0.361714337,0.416349632,0.453051679,0.502193646,0.553670077,0.602394441,0.65255286,0.717824307,0.817496397,0.932036308,1.071371798,1.257460362,1.50214454,1.820652899,2.055928637,2.354070119,2.579960779,2.782449358,2.998661477,3.209340211,3.422931592
106,Bakersfield,35,840,USA,35,579,566123008,102,NorAmer,advanced,NorAmer,32,3,0,0,29,6,0,0,35,0,0,0,15.59221083,15.49107974,15.79097189,16.01257763,16.50285362,17.00875596,17.72564688,18.5483372,19.70647378,20.89841175,22.17954814,22.1719115,22.50160827,23.24621845,24.3039464,25.29859144,26.21346241,26.56340225,26.07327956,25.13745909,25.88569382,26.44114672,27.17118694,27.56798893,28.30263841,29.05231865
107,Baku+,58,31,Azerbaijan,78,2507,1082978944,231,OtherAsia,other,CentralAsia,48,10,0,0,38,20,0,0,42,13,1,2,14.01174375,13.96660499,10.85135754,8.373206903,6.755668142,5.996866077,6.120685059,6.525527629,7.232321973,7.829579758,8.770671984,9.748295059,10.90494134,12.26131502,13.64385381,17.38551529,23.55083331,29.64529422,32.73324161,35.70115855,37.64283626,37.74192289,38.63424792,40.93744427,41.61521644,41.94267511
108,WashingtonDC+,116,840,USA,125,3262,1913530368,170,NorAmer,advanced,NorAmer,113,3,0,0,114,2,0,0,116,0,0,0,140.4473861,140.8198388,143.6782638,147.5037191,152.1808697,153.7218714,157.8605194,164.3609666,170.2583651,178.2311251,186.2696843,194.2098469,200.4274593,208.1806958,219.3466262,229.0481452,235.1403635,240.3510131,242.9224592,242.2648693,249.4278048,254.6168923,261.4804201,266.380401,273.4790753,280.7229968
109,Bamako,25,466,Mali,25,3087,392371232,787,Africa,other,WestAfrica,15,10,0,0,20,5,0,0,23,2,0,0,0.798309254,0.907342363,0.8894659,0.926595585,0.969171462,0.984821322,1.060771505,1.117703781,1.207016623,1.278746385,1.278567117,1.48074247,1.611139161,1.831220451,1.726250617,1.910622861,2.152319051,2.330663361,2.550641369,2.846858235,3.153055038,3.397090987,3.778148344,4.04236585,4.337469233,4.642327282
110,Bamenda,8,120,Cameroon,8,137,113947448,120,Africa,other,CentralAfrica,8,0,0,0,7,1,0,0,8,0,0,0,0.536265874,0.512268814,0.492871684,0.450516178,0.45648651,0.471886518,0.49147687,0.51383475,0.535040918,0.552631102,0.571316404,0.599525972,0.625803,0.653068844,0.679047312,0.696166126,0.719861356,0.744272924,0.766420964,0.7816011,0.807216198,0.838779388,0.875092364,0.921274446,0.968095494,1.020219438
111,Bandarabbas,16,364,Iran,28,233,267332160,87,MiddleEast,other,MiddleEast,16,0,0,0,16,0,0,0,16,0,0,0,2.850476815,3.294359181,3.499963026,3.550470123,3.587249994,3.762116392,4.08108982,4.205521749,4.356082544,4.506762419,4.841604394,5.208587973,5.093000923,5.71720649,6.448591963,6.116667854,6.142941577,6.232253116,6.897125526,6.666377638,7.278940993,7.576014522,7.094213995,6.725303278,6.994426134,7.185007036
112,Bandung,24,360,Indonesia,24,5256,432314496,1216,SEAsia,other,SEAsia,21,3,0,0,24,0,0,0,24,0,0,0,9.42759982,10.50993959,11.50246248,12.55892677,13.71101816,15.04343473,16.33668695,17.18969004,14.9732212,15.12224192,15.91841099,16.42727595,17.19832581,18.20090224,19.48466412,21.17532581,22.99781127,23.87370273,25.53692921,26.53065986,27.6326709,29.27063356,30.96306641,32.3429658,33.83953742,35.34127702
113,Bangalore,37,356,India,37,8631,735792576,1173,India,other,India,14,23,0,0,7,10,5,15,2,0,18,17,8.807438718,9.994132168,10.31017942,10.86474716,11.68363836,12.70344692,13.84205936,14.62636377,15.80981399,17.56790784,18.6970039,19.29494537,20.33899257,21.42270833,24.19524393,28.83901669,31.47630158,35.29666428,36.79370635,38.55194223,43.06368442,46.31845904,49.35451942,53.08775101,56.96092285,61.30367516
